_;Order.GT_RegionCode__c;Order;Order.GT_ShopCode__c;Order.OrderNumber;Order.CustomerCode__c;Order.vlocity_cmt__OriginatingChannel__c;Order.OrderRecordTypeName__c;Order.GT_OrderDate__c;Order.GT_SoldDate__c;Order.ActivatedDate;Order.EffectiveDate;Order.GT_ReturnDate__c;Order.Status;Order.Type;Order.CurrencyIsoCode;Order.GT_TotalAmountSale__c;Order.GT_TotalAmountNoVAT__c;vlocity_cmt__InCartQuantityMap__c;Quantity;GT_ProductSKU__c;GT_OneTimePriceNoVAT__c;Order.GT_TotalAmountToBePaid__c;Order.GT_OneTimePriceTotalVAT__c;GT_FinalPrice__c;Order.GT_InvoiceID__c;GT_EarSide__c;Order.GT_SaleFromTrial__c;Order.GT_TrialEndDate__c;Order.GT_TrialStartDate__c;Order.GT_LastOrderAction__c;Order.GT_TrialOrder__r;Order.Account.GT_LastHADate__c;Account;Order.Account.GT_LastTrialDate__c;Order.Account.GT_TrialLast6Months__c;Product2.ProductCode;Product2;Product2.vlocity_cmt__ObjectTypeName__c;Product2.GT_AmplifonClassDesc__c;Order.Account
[OrderItem];Region 3;[Order];A27;09866968;4317124;Call Center;Repair;;;2024-08-30T09:46:44.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;31/03/2020;No;AMP_002_PURE_312_5NX;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 2;[Order];063;09867490;063209SZ;Call Center;Repair;;;2024-08-30T10:49:22.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;;No;AMP_002_LINX_QUATTRO_561-DRWC;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];8C0;09867644;2770416;Call Center;Trial;;;;30/08/2024;;Cancelled;Trial;EUR;5600;5090.9;;1;11519228;2545.45;5600;509.1;2800;;L;FALSE;;;;;;;08/02/2022;No;AMP_002_AMPLI-EASY_B_2_E1_13-P_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];8C0;09866127;16402407;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;3360;3054.54;;1;11519229;1527.27;3360;305.46;1680;;R;FALSE;;;;;;;28/06/2016;No;AMP_002_AMPLI-EASY_B_2_E1_13-P_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];8C0;09867644;2770416;Call Center;Trial;;;;30/08/2024;;Cancelled;Trial;EUR;5600;5090.9;;1;11519228;2545.45;5600;509.1;2800;;R;FALSE;;;;;;;08/02/2022;No;AMP_002_AMPLI-EASY_B_2_E1_13-P_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];8C0;09867649;2770416;Call Center;Trial;;;;30/08/2024;;Trial Delivered;Trial;EUR;5600;5090.9;;1;11519228;2545.45;5600;509.1;2800;;L;FALSE;;30/08/2024;Delivery Trial;;;;08/02/2022;No;AMP_002_AMPLI-EASY_B_2_E1_13-P_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];8C0;09867649;2770416;Call Center;Trial;;;;30/08/2024;;Trial Delivered;Trial;EUR;5600;5090.9;;1;11519228;2545.45;5600;509.1;2800;;R;FALSE;;30/08/2024;Delivery Trial;;;;08/02/2022;No;AMP_002_AMPLI-EASY_B_2_E1_13-P_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];8C0;09866127;16402407;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;3360;3054.54;;1;11519229;1527.27;3360;305.46;1680;;L;FALSE;;;;;;;28/06/2016;No;AMP_002_AMPLI-EASY_B_2_E1_13-P_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];87E;09867019;4642937;Call Center;Repair;;;2024-08-30T09:52:41.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;;No;AMP_002_PURE_C&G_7X;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];823;09865969;174552;Call Center;Repair;;;2024-08-30T07:24:41.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;05/04/2019;No;AMP_002_PURE_C&G_7X;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];959;09867586;201661;Call Center;Repair;;;2024-08-30T11:04:51.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;30/06/2020;No;AMP_002_PURE_C&G_7X;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];87E;09867435;3667216;Call Center;Repair;;;2024-08-30T10:41:41.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;28/11/2017;No;AMP_002_AMPLI-ENERGY_B_3_MC_R_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];088;09367648;01149287;Call Center;Sale from Trial;24/07/2024;30/08/2024;2024-08-30T09:15:04.000+0000;24/07/2024;;Sold;Sale;EUR;2445.5;2223.18;;1;HA100747;2223.18;2445.5;222.32;2445.5;FT2024031501/000047;R;TRUE;29/08/2024;14/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;;AMP_002_AMPLI-MINI_I_3_XQ_10-MP_WL_GN;[Product2];Hearing Aid Custom;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];99D;09866061;01231113;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;3650;3318.18;;1;HA100747;1659.09;3650;331.82;1825;;R;FALSE;;;;;;;;;AMP_002_AMPLI-MINI_I_3_XQ_10-MP_WL_GN;[Product2];Hearing Aid Custom;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];059;09866510;01208494;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;2555;2322.73;;1;HA100747;2322.73;2555;232.27;2555;;L;FALSE;;;;;;;;;AMP_002_AMPLI-MINI_I_3_XQ_10-MP_WL_GN;[Product2];Hearing Aid Custom;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];99D;09866061;01231113;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;3650;3318.18;;1;HA100747;1659.09;3650;331.82;1825;;L;FALSE;;;;;;;;;AMP_002_AMPLI-MINI_I_3_XQ_10-MP_WL_GN;[Product2];Hearing Aid Custom;Hearing Aids;[Account]
[OrderItem];Region 2;[Order];170;09825439;01320B1S;Call Center;Sale from Trial;;30/08/2024;2024-08-30T10:39:11.000+0000;12/08/2024;;Sold;Sale;EUR;2160;1963.64;;1;HA100620;1963.64;2160;196.36;2160;FT2024023202/000007;R;TRUE;29/08/2024;12/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-CONNECT_B_3_XQ_675-UP_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];8F9;09866583;1678177;Call Center;Trial;;;;30/08/2024;;Trial Delivered;Trial;EUR;3600;3272.73;;1;HA100620;3272.73;3600;327.27;3600;;L;FALSE;;30/08/2024;Delivery Trial;;;;;No;AMP_002_AMPLI-CONNECT_B_3_XQ_675-UP_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];057;09867680;057237EU;Call Center;Trial;;;;30/08/2024;;Draft;Trial;EUR;1260;1145.45;;1;HA100695;1145.45;1260;114.55;1260;;L;FALSE;;;;;26/03/2024;;16/04/2018;No;AMP_002_AMPLI-CONNECT_B_3_XQ_675-UP_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];B6B;09864202;2835254;Call Center;Sale;;30/08/2024;2024-08-30T10:12:33.000+0000;29/08/2024;;Sold;Sale;EUR;3600;3272.74;;1;HA100620;1636.37;3600;327.26;1800;FT2024048502/000008;L;FALSE;;;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-CONNECT_B_3_XQ_675-UP_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];B6B;09864202;2835254;Call Center;Sale;;30/08/2024;2024-08-30T10:12:33.000+0000;29/08/2024;;Sold;Sale;EUR;3600;3272.74;;1;HA100620;1636.37;3600;327.26;1800;FT2024048502/000008;R;FALSE;;;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-CONNECT_B_3_XQ_675-UP_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];8C0;09866940;1052547;Call Center;Repair;;;2024-08-30T09:44:00.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;17/09/2021;No;AMP_002_PURE_C&G_3X;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];8C0;09866917;1052547;Call Center;Repair;;;2024-08-30T09:42:01.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;17/09/2021;No;AMP_002_PURE_C&G_3X;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];072;09867792;0720034O;Call Center;Repair;;;2024-08-30T11:40:42.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;26/04/2021;No;AMP_002_PURE_C&G_3X;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 2;[Order];A85;09867352;4509620;Call Center;Repair;;;2024-08-30T10:31:49.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;;No;AMP_002_PURE_C&G_3X;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];9E8;09866580;1626407;Call Center;Repair;;;2024-08-30T09:04:42.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;10/06/2021;No;AMP_002_PURE_C&G_3X;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 2;[Order];A52;09867826;2951452;Call Center;Repair;;;2024-08-30T11:46:28.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;;No;AMP_002_PURE_C&G_3X;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];BA0;09867046;2497575;Call Center;Repair;;;2024-08-30T09:55:36.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;;No;AMP_002_PURE_C&G_3X;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];82E;09866074;1193867;Call Center;Repair;;;2024-08-30T07:53:57.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;;No;AMP_002_PURE_C&G_3X;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];9E8;09866607;1626407;Call Center;Repair;;;2024-08-30T09:07:04.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;10/06/2021;No;AMP_002_PURE_C&G_3X;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];196;09866995;19600VIO;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;4150;3772.74;;1;HA102162;1886.37;4150;377.26;2075;;L;FALSE;;;;;;;;No;AMP_002_AMPLI-CONNECT_R_4_P_312_PH;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];196;09866995;19600VIO;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;4150;3772.74;;1;HA102162;1886.37;4150;377.26;2075;;R;FALSE;;;;;;;;No;AMP_002_AMPLI-CONNECT_R_4_P_312_PH;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];238;09392996;238019HZ;Call Center;Sale from Trial;;30/08/2024;2024-08-30T09:23:17.000+0000;02/08/2024;;Sold;Sale;EUR;4788;4352.72;;1;HA101777;2176.36;4788;435.28;2394;FT2024002501/000007;-;TRUE;30/08/2024;02/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-MINI_I_4_MC_10_STD_L_NWL_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];9FF;09861779;01227101;Call Center;Sale;;30/08/2024;2024-08-30T09:50:52.000+0000;28/08/2024;;Sold;Sale;EUR;5292;4810.9;;1;HA101777;2405.45;5092;481.1;2646;FT2024035802/000006;-;FALSE;;;Payment transaction (Sale and Repair);;30/08/2024;;;;AMP_002_AMPLI-MINI_I_4_MC_10_STD_L_NWL_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];007;09866060;4286224;Call Center;Repair;;;2024-08-30T07:51:36.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;27/12/2019;No;AMP_002_PURE_312_3NX;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 2;[Order];841;09867482;4682454;Call Center;Repair;;;2024-08-30T10:48:29.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;08/11/2021;No;AMP_002_SILK_3X_L;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];010;09305309;0000804C;Call Center;Sale from Trial;10/07/2024;30/08/2024;2024-08-30T10:42:57.000+0000;09/07/2024;;Sold;Sale;EUR;2560;2327.28;;1;HA104704;1163.64;2560;232.72;1280;FT2024030902/000010;R;TRUE;30/08/2024;30/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-MINI_I_3_TH_312_WL_ST;[Product2];Hearing Aid Custom;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];010;09305309;0000804C;Call Center;Sale from Trial;10/07/2024;30/08/2024;2024-08-30T10:42:57.000+0000;09/07/2024;;Sold;Sale;EUR;2560;2327.28;;1;HA104704;1163.64;2560;232.72;1280;FT2024030902/000010;L;TRUE;30/08/2024;30/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-MINI_I_3_TH_312_WL_ST;[Product2];Hearing Aid Custom;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];229;09298276;229025BC;Call Center;Sale from Trial;;30/08/2024;2024-08-30T08:56:27.000+0000;05/07/2024;;Sold;Sale;EUR;1825;1659.09;;1;HA101778;1659.09;1825;165.91;1825;FT2024002901/000021;R;TRUE;30/08/2024;18/07/2024;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-MINI_I_3_MC_10_STD_R_NWL_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];99D;09849915;3062246;Call Center;Sale from Trial;;30/08/2024;2024-08-30T08:12:41.000+0000;23/08/2024;;Sold;Sale;EUR;4307;3915.46;;1;HA101778;1957.73;3600;391.54;2153.5;FT2024009701/000007;-;TRUE;30/08/2024;25/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;15/11/2019;No;AMP_002_AMPLI-MINI_I_3_MC_10_STD_R_NWL_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];885;09866537;1664427;Call Center;Sale;;;;30/08/2024;;Cancelled;Sale;EUR;3450.91;3318.18;;1;HA101778;3318.18;3450.91;132.73;3450.91;;R;FALSE;;;;;30/08/2024;;;No;AMP_002_AMPLI-MINI_I_3_MC_10_STD_R_NWL_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];8E6;09866293;4814488;Call Center;Sale;;30/08/2024;2024-08-30T11:14:51.000+0000;30/08/2024;;Sold;Sale;EUR;3650;3318.18;;1;HA101778;1659.09;3650;331.82;1825;FT2024013902/000002;-;FALSE;;;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-MINI_I_3_MC_10_STD_R_NWL_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];885;09866587;1664427;Call Center;Sale;;30/08/2024;2024-08-30T09:11:49.000+0000;30/08/2024;;Sold;Sale;EUR;3450.9;3318.18;;1;HA101778;1659.09;3450.9;132.72;1725.45;FT2024048802/000013;R;FALSE;;;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-MINI_I_3_MC_10_STD_R_NWL_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];9BC;09866682;01198873;Call Center;Sale;30/08/2024;;;30/08/2024;;Order Accepted;Sale;EUR;3650;3318.18;;1;HA101778;1659.09;3650;331.82;1825;;-;FALSE;;;;;;;;;AMP_002_AMPLI-MINI_I_3_MC_10_STD_R_NWL_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 2;[Order];149;09856986;149002ND;Call Center;Sale from Trial;;30/08/2024;2024-08-30T11:15:09.000+0000;27/08/2024;;Sold;Sale;EUR;3650;3318.18;;1;HA101778;1659.09;3650;331.82;1825;FT2024033603/000019;-;TRUE;30/08/2024;27/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;28/12/2020;No;AMP_002_AMPLI-MINI_I_3_MC_10_STD_R_NWL_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];80D;09854658;01218330;Call Center;Sale from Trial;;30/08/2024;2024-08-30T09:52:05.000+0000;26/08/2024;;Sold;Sale;EUR;3650;3318.18;;1;HA101778;1659.09;3650;331.82;1825;FT2024021107/000005;-;TRUE;30/08/2024;26/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;;AMP_002_AMPLI-MINI_I_3_MC_10_STD_R_NWL_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];A00;09867443;4818814;Call Center;Trial;;;;30/08/2024;;Draft;Trial;EUR;7300;6636.36;;1;HA101778;3318.18;7300;663.64;3650;;-;FALSE;;;;;;;;No;AMP_002_AMPLI-MINI_I_3_MC_10_STD_R_NWL_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];87D;09866516;3051803;Call Center;Repair;;;2024-08-30T08:58:04.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;31/07/2024;;31/07/2024;No;AMP_002_PURE_C&G_3NX;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 2;[Order];8D7;09866728;4151356;Call Center;Repair;;;2024-08-30T09:19:59.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;;No;AMP_002_PURE_C&G_3NX;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];87D;09866507;3051803;Call Center;Repair;;;2024-08-30T08:56:02.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;31/07/2024;;31/07/2024;No;AMP_002_PURE_C&G_3NX;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];8FB;09866657;1118217;Call Center;Repair;;;2024-08-30T09:11:54.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;;No;AMP_002_PURE_C&G_3NX;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];959;09865956;3254504;Call Center;Repair;;;2024-08-30T07:20:25.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;;No;AMP_002_MOTION_C&G_7NX;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];891;09867442;4333938;Call Center;Repair;;;2024-08-30T10:42:47.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;;No;AMP_002_MOTION_C&G_7NX;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];047;09866625;04703320;Call Center;Sale;;;;30/08/2024;;Order Accepted;Theft/Lost/Broken;EUR;2832.5;2575;;1;HA102842;2575;2832.5;257.5;2832.5;;L;FALSE;;;;;;;30/11/2022;No;AMP_002_AMPLI-ENERGY_R_5_ON_R_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];174;09867381;174000Z3;Call Center;Repair;;;2024-08-30T10:35:27.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;30/05/2022;No;AMP_002_AMPLI-ENERGY_R_5_ON_R_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];037;09866831;0000DUAO;Call Center;Repair;;;2024-08-30T09:33:37.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;14/04/2023;No;AMP_002_AMPLI-ENERGY_R_5_ON_R_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];037;09866846;0000DUAO;Call Center;Repair;;;2024-08-30T09:35:05.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;14/04/2023;No;AMP_002_AMPLI-ENERGY_R_5_ON_R_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];174;09867393;174000Z3;Call Center;Repair;;;2024-08-30T10:36:23.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;30/05/2022;No;AMP_002_AMPLI-ENERGY_R_5_ON_R_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];011;09822254;0119091G;Call Center;Sale;;30/08/2024;2024-08-30T11:50:55.000+0000;09/08/2024;;Sold;Sale;EUR;780;709.1;;1;HA103505;354.55;780;70.9;390;FT2024034802/000017;R;FALSE;;;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-EASY_B_1_KE_13-SP_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 1;[Order];011;09822254;0119091G;Call Center;Sale;;30/08/2024;2024-08-30T11:50:55.000+0000;09/08/2024;;Sold;Sale;EUR;780;709.1;;1;HA103505;354.55;780;70.9;390;FT2024034802/000017;L;FALSE;;;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-EASY_B_1_KE_13-SP_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];8FA;09864238;2020697;Call Center;Sale;;30/08/2024;2024-08-30T09:57:48.000+0000;29/08/2024;;Sold;Sale;EUR;2050;1863.64;;1;HA103505;931.82;2050;186.36;1025;FT2024010002/000022;R;FALSE;;;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-EASY_B_1_KE_13-SP_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];8F9;09867333;01227300;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;2050;1863.64;;1;HA103505;1863.64;2050;186.36;2050;;L;FALSE;;;;;;;;;AMP_002_AMPLI-EASY_B_1_KE_13-SP_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];135;09867723;2384748;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;709.1;709.1;;1;HA103505;354.55;709.1;0;354.55;;L;FALSE;;;;;;;;No;AMP_002_AMPLI-EASY_B_1_KE_13-SP_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];135;09867723;2384748;Call Center;Trial;;;;30/08/2024;;Proposed;Trial;EUR;709.1;709.1;;1;HA103505;354.55;709.1;0;354.55;;R;FALSE;;;;;;;;No;AMP_002_AMPLI-EASY_B_1_KE_13-SP_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 3;[Order];8FA;09864238;2020697;Call Center;Sale;;30/08/2024;2024-08-30T09:57:48.000+0000;29/08/2024;;Sold;Sale;EUR;2050;1863.64;;1;HA103505;931.82;2050;186.36;1025;FT2024010002/000022;L;FALSE;;;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-EASY_B_1_KE_13-SP_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 2;[Order];940;09866142;4246326;Call Center;Repair;;;2024-08-30T08:07:59.000+0000;30/08/2024;;Activated;;EUR;0;0;;1;N/A;;0;0;;;-;FALSE;;;;;;;27/02/2023;No;AMP_002_MOTION_13_3NX;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];9BC;09866002;3389998;Call Center;Trial;;;;30/08/2024;;Trial Accepted;Trial;EUR;9600;8727.28;;1;HA101774;4363.64;9600;872.72;4800;;-;FALSE;;;;;;;08/09/2021;No;AMP_002_AMPLI-MINI_I_5_MC_10_STD_R_NWL_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 2;[Order];A07;09867111;5342368;Call Center;Sale;;30/08/2024;2024-08-30T11:29:03.000+0000;30/08/2024;;Sold;Sale;EUR;4800;4363.64;;1;HA101774;2181.82;4800;436.36;2400;FT2024051001/000014;R;FALSE;;;Payment transaction (Sale and Repair);;30/08/2024;;;;AMP_002_AMPLI-MINI_I_5_MC_10_STD_R_NWL_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 2;[Order];066;09854858;06621BW0;Call Center;Sale from Trial;;30/08/2024;2024-08-30T07:57:13.000+0000;26/08/2024;;Sold;Sale;EUR;5280;4800;;1;HA101774;2400;0;480;2640;FT2024044801/000005;-;TRUE;30/08/2024;26/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-MINI_I_5_MC_10_STD_R_NWL_SI;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];937;09822490;3000525;Call Center;Sale from Trial;09/08/2024;30/08/2024;2024-08-30T12:12:23.000+0000;09/08/2024;;Sold;Sale;EUR;1892.5;1734.05;;1;HA100633;1584.55;1892.5;158.45;1743;FT2024022302/000006;R;TRUE;29/08/2024;29/08/2024;Payment transaction (Sale and Repair);;30/08/2024;;;No;AMP_002_AMPLI-CONNECT_B_4_XQ_13-SP_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
[OrderItem];Region 4;[Order];220;09852270;04521739;Call Center;Sale;;30/08/2024;2024-08-30T08:56:24.000+0000;26/08/2024;;Sold;Sale;EUR;1950.5;1773.18;;1;HA100633;1773.18;1750.5;177.32;1950.5;FT2024012502/000012;R;FALSE;;;Payment transaction (Sale and Repair);;30/08/2024;;31/08/2020;No;AMP_002_AMPLI-CONNECT_B_4_XQ_13-SP_GN;[Product2];Hearing Aid Standard;Hearing Aids;[Account]
